video_title,views,likes,comments,published_date,like_ratio,view_ratio,comment_ratio,month,year,day_of_month,week_of_year,quarter,is_weekend,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,channel_title_3blue1brown,channel_title_CodeWithHarry,channel_title_GoogleDevelopers,channel_title_JomaTech,channel_title_LukeBarousse,channel_title_TechWithTim,channel_title_TheCodingTrain,channel_title_TheNetNinja,channel_title_WelchLabs,channel_title_aiExplained,channel_title_codebasics,channel_title_coreyms,channel_title_freecodecamp,channel_title_krishnaik06,channel_title_mlstreettalk,channel_title_realpython,channel_title_sentdex,channel_title_simplilearn,channel_title_statquest,log_views,is_viral
"Expected Values, Main Ideas!!!",234399,7422,446,2021-03-29,0.031663957610740645,525.5582959640077,0.0019027384929116585,3,2021,29,13,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.364784336684995,1
Neural Networks Part 8: Image Classification with Convolutional Neural Networks (CNNs),325452,9959,845,2021-03-08,0.03060051866327445,385.1502958579426,0.002596389022037043,3,2021,8,10,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.692973336963886,1
Neural Networks Part 7: Cross Entropy Derivatives and Backpropagation,155131,3640,351,2021-03-01,0.02346404006936072,441.96866096853506,0.0022626038638312125,3,2021,1,9,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.952031646388086,1
Neural Networks Part 6: Cross Entropy,296439,7408,308,2021-03-01,0.024989964208488077,962.4642857139733,0.0010389995918215886,3,2021,1,9,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.599600116065295,1
"The SoftMax Derivative, Step-by-Step!!!",95568,2153,105,2021-02-08,0.022528461409676855,910.1714285705617,0.0010986941235560008,2,2021,8,6,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.4676037786709,0
Neural Networks Part 5: ArgMax and SoftMax,198055,5228,278,2021-02-08,0.026396707985155626,712.4280575537006,0.0014036505011234247,2,2021,8,6,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.196305097971122,1
Neural Networks Pt. 4: Multiple Inputs and Outputs,201070,5028,301,2021-02-01,0.025006216740438642,668.0066445180505,0.0014969910976276911,2,2021,1,5,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.211413358499676,1
US Census Data and Contest!!!,15742,282,52,2020-12-08,0.017913861008766244,302.73076923018704,0.0033032651505526408,12,2020,8,50,4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.664151101014628,0
Neural Networks Pt. 3: ReLU In Action!!!,321388,7180,337,2020-11-23,0.022340597657659892,953.673590504168,0.0010485767981380757,11,2020,23,48,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.680407506435383,1
Backpropagation Details Pt. 2: Going bonkers with The Chain Rule,162356,4829,549,2020-11-02,0.029743280199068696,295.73041894347983,0.0033814580305008726,11,2020,2,45,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.997552893324622,1
Backpropagation Details Pt. 1: Optimizing 3 parameters simultaneously.,254520,5677,333,2020-11-02,0.022304730473047298,764.3243243240948,0.001308345120226308,11,2020,2,45,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.447138626303335,1
Neural Networks Pt. 2: Backpropagation Main Ideas,651697,12934,626,2020-10-19,0.019846646524381725,1041.0495207666067,0.0009605690988296707,10,2020,19,43,4,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.387336543419032,1
What is AutoML? A conversation with Gnosis Data Analysis,37640,1014,92,2020-09-07,0.026939426142401628,409.130434782164,0.002444208289054191,9,2020,7,37,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.535849160827809,0
The Essential Main Ideas of Neural Networks,1148661,30831,2228,2020-08-31,0.026840817264623767,515.557001795309,0.0019396497312958306,8,2020,31,36,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.95410834471228,1
XGBoost in Python from Start to Finish,252942,6905,753,2020-08-01,0.02729874832965659,335.9123505975649,0.0029769670517351796,8,2020,1,31,3,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.440919445883914,1
The Elements of StatQuest (Webinar),8904,361,103,2020-07-20,0.04054357592093396,86.44660194166364,0.011567834681042099,7,2020,20,30,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.094368195723762,0
"The Chain Rule, Clearly Explained!!!",323810,8169,540,2020-07-13,0.025227757018004376,599.6481481480371,0.00166764460640499,7,2020,13,29,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.68791529123605,1
"Hypothesis Testing and The Null Hypothesis, Clearly Explained!!!",693174,13769,568,2020-07-06,0.019863699446315063,1220.3767605631654,0.0008194190780381259,7,2020,6,28,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.44903777154543,1
Alternative Hypotheses: Main Ideas!!!,179787,4719,184,2020-07-06,0.02624772647633031,977.1032608690342,0.0010234332849427374,7,2020,6,28,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.099533657969252,1
Support Vector Machines in Python from Start to Finish.,147139,3985,385,2020-06-30,0.027083234220702856,382.1792207791215,0.0026165734441582432,6,2020,30,27,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.899139793486256,1
"Live 2020-06-15!!! Bootstrapping, Main Ideas",34160,1353,206,2020-06-15,0.039607728337236414,165.82524271836613,0.006030444964871176,6,2020,15,25,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.438839921478715,0
Classification Trees in Python from Start to Finish,201973,4420,616,2020-06-07,0.021884113223054558,327.8782467531935,0.0030499126120818116,6,2020,7,23,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.215894255227843,1
"Gaussian Naive Bayes, Clearly Explained!!!",389892,8863,504,2020-06-03,0.022731936023309012,773.5952380950846,0.0012926656612600408,6,2020,3,23,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.873627621488161,1
"Naive Bayes, Clearly Explained!!!",1228795,31390,1709,2020-06-03,0.025545351340134033,719.0140433001335,0.0013907934195695783,6,2020,3,23,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14.021545386161913,1
Live 2020-06-01!!! Hypothesis Testing,18086,762,103,2020-06-01,0.042132035828817645,175.59223300953826,0.005695012717018657,6,2020,1,23,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.802948727157515,0
"Ridge vs Lasso Regression, Visualized!!!",294802,6902,443,2020-05-19,0.023412324204042025,665.4672686228746,0.001502703509474155,5,2020,19,21,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.594062615636313,1
Live 2020-05-18!!! Bayes' Theorem,25428,888,109,2020-05-18,0.03492213308164215,233.28440366951074,0.004286613182318687,5,2020,18,21,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.143645534009467,0
Live 2020-05-04!!! Conditional Probability,13271,405,91,2020-05-04,0.030517670107753518,145.83516483500458,0.006857056740260667,5,2020,4,19,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.493411831870281,0
"Power Analysis, Clearly Explained!!!",356633,7098,456,2020-05-04,0.019902813256204552,782.0899122805303,0.00127862536557189,5,2020,4,19,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.784465324790423,1
"Statistical Power, Clearly Explained!!!",346309,7732,334,2020-05-04,0.022326881484454626,1036.8532934128632,0.000964456598009292,5,2020,4,19,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,12.755089606670095,1
p-hacking: What it is and how to avoid it!,158689,4246,283,2020-05-04,0.026756738022169133,560.7385159008619,0.0017833624258770289,5,2020,4,19,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.974707892556888,1
Live 2020-04-20!!! Expected Values,21197,896,155,2020-04-20,0.042270132565928945,136.7548387095892,0.007312355522007798,4,2020,20,17,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.9616621165872,0
Live 2020-04-06!!! Naive Bayes: Gaussian,18045,616,117,2020-04-06,0.03413688002216662,154.2307692306374,0.006483790523690738,4,2020,6,15,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.800679332554447,0
Bam!!! Clearly Explained!!!,65122,3702,542,2020-04-01,0.05684714842910221,120.15129151289295,0.008322840207610318,4,2020,1,14,2,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.084033068411356,0
How to calculate p-values,474055,11439,833,2020-03-23,0.02413011148495427,569.0936374549136,0.001757180074042041,3,2020,23,13,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,13.06908073715874,1
p-values: What they are and how to interpret them,1317951,29507,1128,2020-03-23,0.022388541000386206,1168.396276595641,0.0008558740044204982,3,2020,23,13,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,14.09158957456502,1
Live 2020-03-16!!! Naive Bayes,28416,1199,185,2020-03-16,0.04219453828828814,153.59999999991697,0.006510416666666644,3,2020,16,12,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.254742836614135,0
Live 2020-03-02!!! Virus Models and p-hacking,5923,269,44,2020-03-03,0.04541617423602827,134.61363636333041,0.0074286679047778584,3,2020,3,10,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8.68676717538769,0
XGBoost Part 4 (of 4): Crazy Cool Optimizations,103475,2343,221,2020-03-02,0.02264315051944912,468.2126696830461,0.002135781589755978,3,2020,2,10,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.547094980740324,1
Live 2020-02-17!!! Imbalanced Data and Post-Hoc Tests,16086,624,91,2020-02-17,0.03879149571055552,176.7692307690365,0.005657093124456013,2,2020,17,8,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.685766771390307,0
XGBoost Part 3 (of 4): Mathematical Details,144064,2221,311,2020-02-10,0.015416759218125268,463.22829581978675,0.002158762772101287,2,2020,10,7,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11.87801986560171,1
